카테고리,가게명,주소,정제된_주소,lat,lon
프랜차이즈,덮덮밥-한대역점,경기도 안산시 상록구 사동 1240-15 1층 101호,경기도 안산시 상록구 사동 1240-15,37.3008655,126.8563707
프랜차이즈,크로엔젤-안산사동점,경기도 안산시 상록구 사동 1319 2층,경기도 안산시 상록구 사동 1319,37.2936376,126.8546764
프랜차이즈,맥시칸치킨-사동점,경기도 안산시 상록구 사동 1338-6 1층,경기도 안산시 상록구 사동 1338-6,37.2948394,126.8574358
프랜차이즈,오르새피자-안산점,경기도 안산시 상록구 사동 1243 1층 103호,경기도 안산시 상록구 사동 1243,37.3006768,126.8568046
프랜차이즈,마X포차-사이동점,경기도 안산시 상록구 사동 1424-7 1424-7,경기도 안산시 상록구 사동 1424-7,37.2841048,126.8471311
프랜차이즈,반달커피-안산상록점,경기도 안산시 상록구 사동 1299-9 1층 일부호,경기도 안산시 상록구 사동 1299-9,37.2976677,126.8501927
프랜차이즈,1키로탕수육-안산상록수점,경기도 안산시 상록구 사동 1318-8 한도프라자 109호,경기도 안산시 상록구 사동 1318-8,37.2951426,126.8523989
프랜차이즈,꾸브라꼬포장마차떡볶이-사동점,경기도 안산시 상록구 사동 1247-4 1층 일부,경기도 안산시 상록구 사동 1247-4,37.3013024,126.8582195
프랜차이즈,오리도니-안산상록점,경기도 안산시 상록구 사동 1253-1 103호 너와함께한입가심,경기도 안산시 상록구 사동 1253-1,37.3018927,126.8559015
프랜차이즈,"맛있게꿉다,꿉삼겹-한대역점",경기도 안산시 상록구 사동 1240-15 1층 101호,경기도 안산시 상록구 사동 1240-15,37.3008655,126.8563707
프랜차이즈,메가MGC커피-안산디지털프라자사거리점,경기도 안산시 상록구 사동 1518 1층 101호,경기도 안산시 상록구 사동 1518,37.3065929,126.8472665
프랜차이즈,메가MGC커피-한양대에리카점,"경기도 안산시 상록구 사동 1569-4 104호, 105호",경기도 안산시 상록구 사동 1569-4,37.3008956,126.837633
프랜차이즈,시베리아허스키냉면시허냉-안산본점,경기도 안산시 상록구 사동 1581-6 지하1층(사동),경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
프랜차이즈,코리안바베큐-안산사동점,경기도 안산시 상록구 사동 1469-16 1층 103호,경기도 안산시 상록구 사동 1469-16,37.2810942,126.851128
프랜차이즈,손큰할매순대국-안산사동점,"경기도 안산시 상록구 사동 1639-20 2층 213호,214호(그랑시티시그니처타워)",경기도 안산시 상록구 사동 1639-20,37.2857886,126.8282758
치킨,썬파닭두마리치킨-안산점,경기도 안산시 상록구 사동 1299-9 1층 일부호,경기도 안산시 상록구 사동 1299-9,37.2976677,126.8501927
치킨,더치킨-한양대점,경기도 안산시 상록구 사동 1154-6 1154-6,경기도 안산시 상록구 사동 1154-6,37.2998531,126.8392247
치킨,소확행피자-안산점,경기도 안산시 상록구 사동 1581-2 1581-2 102호,경기도 안산시 상록구 사동 1581-2,37.3017948,126.8410718
치킨,텐버거-안산한양대점,경기도 안산시 상록구 사동 1562-3 한대빌딩 103호,경기도 안산시 상록구 사동 1562-3,37.3013908,126.8373077
치킨,NY핫도그&커피-안산한양대점,경기도 안산시 상록구 사동 1338-6 101호,경기도 안산시 상록구 사동 1338-6,37.2948394,126.8574358
피자/양식,한양대포차,경기도 안산시 상록구 사동 1169-17 삼원빌라 1층,경기도 안산시 상록구 사동 1169-17,37.3005946,126.8408077
피자/양식,단칸방파스타,경기도 안산시 상록구 사동 1338-2 1층 101호,경기도 안산시 상록구 사동 1338-2,37.2954552,126.857609
피자/양식,자이카인도레스토랑,경기도 안산시 상록구 사동 1149-5 2층 일부호,경기도 안산시 상록구 사동 1149-5,37.3002787,126.8386808
피자/양식,앤의식탁,경기도 안산시 상록구 사동 1570 1570 102호,경기도 안산시 상록구 사동 1570,37.3010731,126.8386023
피자/양식,피자헐-사1동점,경기도 안산시 상록구 사동 1286-8 1286-8번지 1층,경기도 안산시 상록구 사동 1286-8,37.2966089,126.8475934
피자/양식,에뎀,경기도 안산시 상록구 사동 1169-1 1층,경기도 안산시 상록구 사동 1169-1,37.3006754,126.8405866
피자/양식,브라더스테이크,경기도 안산시 상록구 사동 1155-11 1155-11 1층,경기도 안산시 상록구 사동 1155-11,37.3001443,126.840387
피자/양식,드림즈푸드러시아음식전문점,경기도 안산시 상록구 사동 1542-7 1층 일부,경기도 안산시 상록구 사동 1542-7,37.303819,126.8463891
피자/양식,라이혼(Rayhon),경기도 안산시 상록구 사동 1186-15 1층 일부,경기도 안산시 상록구 사동 1186-15,37.3029396,126.8487206
중국집,일전쌍조-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동),경기도 안산시 상록구 사동 1333-14,37.2946492,126.8544536
중국집,팔도반점-상록직영점,경기도 안산시 상록구 사동 1299-11 1층,경기도 안산시 상록구 사동 1299-11,37.2979405,126.849965
중국집,준뽕,경기도 안산시 상록구 사동 1253-2 1층,경기도 안산시 상록구 사동 1253-2,37.3018085,126.8560068
중국집,리더스마라탕-본점,경기도 안산시 상록구 사동 1528-11 1층 103동(사동),경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
중국집,얼큰해장짬뽕-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동),경기도 안산시 상록구 사동 1333-14,37.2946492,126.8544536
중국집,마라강호-사동점,경기도 안산시 상록구 사동 1431-1 1431-1 1층 101호,경기도 안산시 상록구 사동 1431-1,37.2834681,126.8470986
중국집,우리는얼음밀면을만듭니다-안산점,경기도 안산시 상록구 사동 1194-1 청룡빌딩 1층 103호,경기도 안산시 상록구 사동 1194-1,37.3013886,126.8493602
중국집,레알마라샹궈,경기도 안산시 상록구 사동 1528-11 1층 103호(사동),경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
중국집,옛날근본탕수육-본점,경기도 안산시 상록구 사동 1333-14 1층 103호 (사동),경기도 안산시 상록구 사동 1333-14,37.2946492,126.8544536
중국집,맛있는중국집,경기도 안산시 상록구 사동 1550-4 1층,경기도 안산시 상록구 사동 1550-4,37.3039998,126.8447159
중국집,홍콩불짬뽕-안산점,"경기도 안산시 상록구 사동 1346 729동지1층108,109호",경기도 안산시 상록구 사동 1346,37.2871726,126.8536716
중국집,퓨전탕수육전문점,경기도 안산시 상록구 사동 1267-4 1층 101호,경기도 안산시 상록구 사동 1267-4,37.2972317,126.8580101
중국집,진심꿔바로우,경기도 안산시 상록구 사동 1528-11 1층 103호,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
한식,든든국밥&해장냉면,경기도 안산시 상록구 사동 1240-6 1층 일부,경기도 안산시 상록구 사동 1240-6,37.3011083,126.8565647
한식,감성낙곱새-본점,경기도 안산시 상록구 사동 1581-6 1층,경기도 안산시 상록구 사동 1581-6,37.3020369,126.8416623
한식,땡글이감자탕,경기도 안산시 상록구 사동 1203-1 1203-1 1층,경기도 안산시 상록구 사동 1203-1,37.302176,126.8521821
한식,신주국밥,경기도 안산시 상록구 사동 1521-6 1층(사동),경기도 안산시 상록구 사동 1521-6,37.3061148,126.8452052
한식,돈돈돈이조아국밥,경기도 안산시 상록구 사동 1240-6 1층,경기도 안산시 상록구 사동 1240-6,37.3011083,126.8565647
한식,수봉김치찜,경기도 안산시 상록구 사동 1293-2 1293-2 1층 102호,경기도 안산시 상록구 사동 1293-2,37.296205,126.8480733
한식,시골우렁쌈밥-본점,경기도 안산시 상록구 사동 1191-14 1191-14 1층,경기도 안산시 상록구 사동 1191-14,37.3020318,126.8473977
한식,집밥찌개백반,경기도 안산시 상록구 사동 1332 1332 1층,경기도 안산시 상록구 사동 1332,37.2952929,126.8544689
한식,온정국밥-안산상록점,"경기도 안산시 상록구 사동 1299-8 우된장,안산상록점 1층 일부호",경기도 안산시 상록구 사동 1299-8,37.2975275,126.8503035
한식,한가득김치찌개&김치찜&행복한찜닭,경기도 안산시 상록구 사동 1528-14 1층 일부,경기도 안산시 상록구 사동 1528-14,37.3056083,126.8442993
한식,부자김치찜,경기도 안산시 상록구 사동 1540-1 102호,경기도 안산시 상록구 사동 1540-1,37.3041676,126.8470592
한식,덕이네냉면&국밥,경기도 안산시 상록구 사동 1317-3 1층,경기도 안산시 상록구 사동 1317-3,37.294818,126.8522674
한식,어리버리닭발-사동점,경기도 안산시 상록구 사동 1284-15 1층,경기도 안산시 상록구 사동 1284-15,37.2972585,126.8468992
한식,닭에는수제비지,경기도 안산시 상록구 사동 1333-12 1층,경기도 안산시 상록구 사동 1333-12,37.2944711,126.8547152
한식,대박닭발-본점,경기도 안산시 상록구 사동 1517-5 1517-5 101~103호,경기도 안산시 상록구 사동 1517-5,37.3066177,126.8466638
한식,강여사곱창전골-안산사동점,경기도 안산시 상록구 사동 1332-15 1층 일부,경기도 안산시 상록구 사동 1332-15,37.2951857,126.8543548
한식,현주네웰빙식당,경기도 안산시 상록구 사동 1346 상록수타운월드아파트 월드스포션 1346 상록수타운월드아파트 월드스포션 729동 지층 112호,경기도 안산시 상록구 사동 1346,37.2871726,126.8536716
한식,중앙한우곱창-사동점,경기도 안산시 상록구 사동 1254-4 101호(사동),경기도 안산시 상록구 사동 1254-4,37.3009315,126.8560193
한식,옛날맛,경기도 안산시 상록구 사동 1151-5 1층,경기도 안산시 상록구 사동 1151-5,37.3003283,126.8397748
한식,안산돼지찌개,경기도 안산시 상록구 사동 1243 1층 102호,경기도 안산시 상록구 사동 1243,37.3006768,126.8568046
한식,하루삼겹-안산점,경기도 안산시 상록구 사동 1546-6 1층 일부,경기도 안산시 상록구 사동 1546-6,37.3041865,126.8455615
한식,벌떡풍천장어-사동점,경기도 안산시 상록구 사동 1403-5 1층 일부호,경기도 안산시 상록구 사동 1403-5,37.2822666,126.8538579
한식,감자골닭발,경기도 안산시 상록구 사동 1408-8 1408-8 1층 101호,경기도 안산시 상록구 사동 1408-8,37.2842208,126.8529231
한식,91콩삼콩나물삼겹살&덮밥,경기도 안산시 상록구 사동 1155-14 1층,경기도 안산시 상록구 사동 1155-14,37.2999881,126.8400077
한식,덮밥킹,경기도 안산시 상록구 사동 1506 본오1차아파트 본오프라자 상가 상가동 2층 215호,경기도 안산시 상록구 사동 1506,37.279843,126.8533676
한식,옛날멸치국수김밥,경기도 안산시 상록구 사동 1431-3 1층(사동),경기도 안산시 상록구 사동 1431-3,37.2832342,126.8470867
한식,장수한방감자탕-안산자이점,"경기도 안산시 상록구 사동 1639-7 그랑시티자이포트에비뉴 202호,203호",경기도 안산시 상록구 사동 1639-7,37.2826598,126.8302575
한식,거기뭉티기&육회-안산본점,경기도 안산시 상록구 사동 1518-2 1층 일부,경기도 안산시 상록구 사동 1518-2,37.3063101,126.8472506
한식,뿐이네포차,경기도 안산시 상록구 사동 1431 2층(사동),경기도 안산시 상록구 사동 1431,37.2835835,126.8471075
한식,오늘은아구찜-안산직영점,경기도 안산시 상록구 사동 1209 1층 102호,경기도 안산시 상록구 사동 1209,37.3029902,126.852597
한식,육회꽃필무렵한우&연어-안산점,경기도 안산시 상록구 사동 1244-13 1층,경기도 안산시 상록구 사동 1244-13,37.3008915,126.8568157
한식,쏭볶이 본점,경기도 안산시 상록구 사동 1568-5 1층,경기도 안산시 상록구 사동 1568-5,37.3015675,126.8394517
한식,the죽-안산점,경기도 안산시 상록구 사동 1562-6 1층 사동,경기도 안산시 상록구 사동 1562-6,37.3012041,126.8375818
한식,성북동경양식,"경기도 안산시 상록구 사동 1569 유원빌딩 유원빌딩 1층 101,102호",경기도 안산시 상록구 사동 1569,37.3011274,126.8383073
한식,1.5인분얼음냉면-본점,경기도 안산시 상록구 사동 1240-6 1층,경기도 안산시 상록구 사동 1240-6,37.3011083,126.8565647
한식,떡이야기,경기도 안산시 상록구 사동 1183-5 1층 일부호,경기도 안산시 상록구 사동 1183-5,37.3025722,126.8470208
한식,숙성회맛집313,경기도 안산시 상록구 사동 1549-9 1층 일부 (사동),경기도 안산시 상록구 사동 1549-9,37.3042291,126.843984
한식,한아름본토왕족발,경기도 안산시 상록구 사동 1470-4 신성아트빌 1470-4 신성아트빌 1층,경기도 안산시 상록구 사동 1470-4,37.2808363,126.8515636
한식,장터뼈해장국,경기도 안산시 상록구 사동 1521-6 1층,경기도 안산시 상록구 사동 1521-6,37.3061148,126.8452052
한식,삼겹은삼촌이구워줄게339,경기도 안산시 상록구 사동 1202-6 1층 일부,경기도 안산시 상록구 사동 1202-6,37.3024264,126.8520534
한식,부자냉면,경기도 안산시 상록구 사동 1540-1 102호,경기도 안산시 상록구 사동 1540-1,37.3041676,126.8470592
한식,맛있고제육-본점,경기도 안산시 상록구 사동 1240-6 1층,경기도 안산시 상록구 사동 1240-6,37.3011083,126.8565647
한식,옛골갈비찜닭도리탕,경기도 안산시 상록구 사동 1521-6 1층(사동),경기도 안산시 상록구 사동 1521-6,37.3061148,126.8452052
한식,백두닭도리&찜닭,경기도 안산시 상록구 사동 1202-6 1층 일부,경기도 안산시 상록구 사동 1202-6,37.3024264,126.8520534
한식,삼겹직화구이,경기도 안산시 상록구 사동 1299-8 1층 일부호,경기도 안산시 상록구 사동 1299-8,37.2975275,126.8503035
한식,맛있떡,경기도 안산시 상록구 사동 1318-8 한도프라자 101호,경기도 안산시 상록구 사동 1318-8,37.2951426,126.8523989
한식,영덕해물탕똘이엄마다녀간집,경기도 안산시 상록구 사동 1552-3 2층,경기도 안산시 상록구 사동 1552-3,37.3038326,126.8436942
한식,최고집칼국수,경기도 안산시 상록구 사동 1576 1층,경기도 안산시 상록구 사동 1576,37.3029588,126.8391538
한식,숙성해맛집313,경기도 안산시 상록구 사동 1549-9 1층 일부 (사동),경기도 안산시 상록구 사동 1549-9,37.3042291,126.843984
한식,내담대구뽈탕뽈찜,경기도 안산시 상록구 사동 1477-9 1층,경기도 안산시 상록구 사동 1477-9,37.2786528,126.8507061
한식,정통식당-사동점,경기도 안산시 상록구 사동 1418-2 1층,경기도 안산시 상록구 사동 1418-2,37.2832936,126.8475978
한식,그집-본점,"경기도 안산시 상록구 사동 1299-8 1299-8 101,102호",경기도 안산시 상록구 사동 1299-8,37.2975275,126.8503035
한식,불날개-상록점,경기도 안산시 상록구 사동 1240-4 1층,경기도 안산시 상록구 사동 1240-4,37.3013592,126.8565778
한식,김연주한쌈우렁쌈밥,경기도 안산시 상록구 사동 1299-10 1층,경기도 안산시 상록구 사동 1299-10,37.2978024,126.8500802
한식,그린피그갈비-안산점,경기도 안산시 상록구 사동 1182-2,경기도 안산시 상록구 사동 1182-2,37.3031849,126.8463713
한식,김종현아구찜,경기도 안산시 상록구 사동 1305-22 1층일부,경기도 안산시 상록구 사동 1305-22,37.2967758,126.8504476
한식,옛날소스삼겹살,경기도 안산시 상록구 사동 1431-2 102호,경기도 안산시 상록구 사동 1431-2,37.2833511,126.8470927
한식,어담추어탕,경기도 안산시 상록구 사동 1350 용진빌딩 1층,경기도 안산시 상록구 사동 1350,37.2942534,126.8440258
한식,육회많이주는집-안산점,경기도 안산시 상록구 사동 1528-11 101호-2,경기도 안산시 상록구 사동 1528-11,37.3055922,126.8447987
한식,김국두김치국물두루치기,경기도 안산시 상록구 사동 1293 1층 일부,경기도 안산시 상록구 사동 1293,37.2963684,126.8478363
한식,대식가-그랑시티자이점,경기도 안산시 상록구 사동 1639 1639 206호(그랑시티자이2차),경기도 안산시 상록구 사동 1639,37.2798835,126.831987
한식,면미당-안산상록점,경기도 안산시 상록구 사동 1332 1층 일부호,경기도 안산시 상록구 사동 1332,37.2952929,126.8544689
한식,두례김밥-사동점,경기도 안산시 상록구 사동 1418 1층 두례김밥 사동점,경기도 안산시 상록구 사동 1418,37.2835442,126.8476078
한식,젤리팩토리,경기도 안산시 상록구 사동 1151-5 젤리펙토리 1층,경기도 안산시 상록구 사동 1151-5,37.3003283,126.8397748
한식,씨엘로커피CIELO,경기도 안산시 상록구 사동 1410 1층 일부호,경기도 안산시 상록구 사동 1410,37.2847621,126.8500784
일식/돈까스,유니왕까스,경기도 안산시 상록구 사동 1318-8 한도프라자 101호,경기도 안산시 상록구 사동 1318-8,37.2951426,126.8523989
일식/돈까스,한끼초밥-사동점,경기도 안산시 상록구 사동 1209-15 정문시티타운 1층,경기도 안산시 상록구 사동 1209-15,37.3028193,126.8525828
일식/돈까스,에비수초밥일식-한양대에리카점,경기도 안산시 상록구 사동 1155-10 1155-10 1층 102호,경기도 안산시 상록구 사동 1155-10,37.3002616,126.8402895
일식/돈까스,청춘막회-안산점,경기도 안산시 상록구 사동 1572 1572 광명빌딩 1층 102호,경기도 안산시 상록구 사동 1572,37.3016999,126.839774
족발/보쌈,야식왕족발,경기도 안산시 상록구 사동 1309-12 102호(사동),경기도 안산시 상록구 사동 1309-12,37.2954844,126.8497067
야식,노스트,경기도 안산시 상록구 사동 1243 1층 102호,경기도 안산시 상록구 사동 1243,37.3006768,126.8568046
야식,해두리버거-사동점,경기도 안산시 상록구 사동 1333-9 휴먼빌딩 1층 102호,경기도 안산시 상록구 사동 1333-9,37.2941994,126.8551146
야식,와로플,경기도 안산시 상록구 사동 1424-4 1층,경기도 안산시 상록구 사동 1424-4,37.284449,126.8471487
야식,냠냠오리,경기도 안산시 상록구 사동 1253-1 103호 너와함께한입가심,경기도 안산시 상록구 사동 1253-1,37.3018927,126.8559015
야식,파익스피크소다-에리카점,경기도 안산시 상록구 사동 1569-2 1층 일부,경기도 안산시 상록구 사동 1569-2,37.3007105,126.8383812
분식,셀분식,경기도 안산시 상록구 사동 1574 1574 1층,경기도 안산시 상록구 사동 1574,37.3023756,126.8393475
카페/디저트,버니문,경기도 안산시 상록구 사동 1151-2 1층 버니문 102호,경기도 안산시 상록구 사동 1151-2,37.3003608,126.8394806
카페/디저트,신디도넛,경기도 안산시 상록구 사동 1563-3 윤준빌딩 1층전체,경기도 안산시 상록구 사동 1563-3,37.3016589,126.8379526
카페/디저트,역전찹쌀꽈배기&핫도그,경기도 안산시 상록구 사동 1413-4 1413-4 1층,경기도 안산시 상록구 사동 1413-4,37.2834295,126.850238
카페/디저트,봉구스틱,경기도 안산시 상록구 사동 1412-10 1층 일부,경기도 안산시 상록구 사동 1412-10,37.2840794,126.8500736
카페/디저트,묵커피바,경기도 안산시 상록구 사동 1567-5 1층,경기도 안산시 상록구 사동 1567-5,37.3016884,126.8391262
카페/디저트,어반플레이스,경기도 안산시 상록구 사동 1149-13 1149-13 1층,경기도 안산시 상록구 사동 1149-13,37.3000484,126.8391647
카페/디저트,카페피움,경기도 안산시 상록구 사동 1318-8 한도프라자 1318-8 한도프라자 1층 106호,경기도 안산시 상록구 사동 1318-8,37.2951426,126.8523989
카페/디저트,올리바샌드위치,경기도 안산시 상록구 사동 1568-8 1층,경기도 안산시 상록구 사동 1568-8,37.301284,126.839179
카페/디저트,새벽다섯시,경기도 안산시 상록구 사동 1563-6 1층 일부,경기도 안산시 상록구 사동 1563-6,37.3015175,126.8379137
카페/디저트,커피달라,경기도 안산시 상록구 사동 1341 1341 (주)안산교육 1층 102호,경기도 안산시 상록구 사동 1341,37.2940927,126.855402
카페/디저트,코지홀리데이,경기도 안산시 상록구 사동 1154-1 1층,경기도 안산시 상록구 사동 1154-1,37.2995816,126.8385638
프랜차이즈,맘스터치피자앤치킨-안산성포점,"경기도 안산시 상록구 성포동 593-25 105,106,111 일부호",경기도 안산시 상록구 성포동 593-25,37.3264698,126.8470435
프랜차이즈,또래오래-안산중앙점,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 정문상가 112동 1층 102호,경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,피자헛-안산성포점,"경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 정문상가 592-2 안산현대1차아파트상가112동1층105호,에이호",경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,BHC-성포점,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 106동 상가111동 1층 c-1호,경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,영구스피자-성포점,"경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 상가동 592-2번지 현대1차상가111동 102,110호",경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,피나치공-안산성포점,경기도 안산시 상록구 성포동 593-17 성포타운 1층 122호,경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
프랜차이즈,굽네치킨&피자-안산성포점,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 정문상가 112동 104호,경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,도미노피자-안산성포점,경기도 안산시 상록구 성포동 593-25,경기도 안산시 상록구 성포동 593-25,37.3264698,126.8470435
프랜차이즈,기영이숯불두마리치킨-안산성포점,경기도 안산시 상록구 성포동 583-4 사이버스튜디오 106-1호,경기도 안산시 상록구 성포동 583-4,37.3231866,126.8446948
프랜차이즈,라멘선생-성포점,경기도 안산시 상록구 성포동 593-11 경동프라자 지하104호,경기도 안산시 상록구 성포동 593-11,37.3269216,126.844154
프랜차이즈,배떡-성포점,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 상가동 111동 113호,경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,피나치공뿌리공스-안산성포점,경기도 안산시 상록구 성포동 593-17 성포타운 1층 122호,경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
프랜차이즈,돈기부여돈까스전문점-성포점,"경기도 안산시 상록구 성포동 593-17 성포타운 120,121호",경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
프랜차이즈,돈갓수제돈까스-성포점,경기도 안산시 상록구 성포동 593-11 경동프라자 지하 104호,경기도 안산시 상록구 성포동 593-11,37.3269216,126.844154
프랜차이즈,전기구이한량통닭-안산점,경기도 안산시 상록구 성포동 592-2 안산현대1차아파트 상가 112동1층107호,경기도 안산시 상록구 성포동 592-2,37.3247199,126.8450247
프랜차이즈,장혁민의부대찌개-성포점,경기도 안산시 상록구 성포동 593-17 성포타운 2층 205호,경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
프랜차이즈,라홍방마라탕-성포점,경기도 안산시 상록구 성포동 593-17 성포타운 1층 107호,경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
프랜차이즈,천서방김밥-성포점,경기도 안산시 상록구 성포동 584-2 성포주공10단지 상가동 108호,경기도 안산시 상록구 성포동 584-2,37.3205785,126.8460444
프랜차이즈,세련대게-안산점,경기도 안산시 상록구 성포동 593-23 삼희프라자 1층,경기도 안산시 상록구 성포동 593-23,37.3267418,126.8477293
프랜차이즈,등촌샤브칼국수-안산1호점,경기도 안산시 상록구 성포동 583-5 예술프라자 583-5 예술프라자 207호,경기도 안산시 상록구 성포동 583-5,37.3209094,126.8439919
프랜차이즈,파리바게뜨-안산성포점,"경기도 안산시 상록구 성포동 592 선경상가 에이동 A동 101,136호",경기도 안산시 상록구 성포동 592,37.325693,126.8432238
프랜차이즈,맘스터치-안산성포점,"경기도 안산시 상록구 성포동 593-25 1층 105,106,111호",경기도 안산시 상록구 성포동 593-25,37.3264698,126.8470435
프랜차이즈,배스킨라빈스-안산롯데마트점,경기도 안산시 상록구 성포동 590 590 롯데마트 F동 1층 일부,경기도 안산시 상록구 성포동 590,37.3174312,126.8473175
프랜차이즈,본죽앤비빔밥-안산성포동점,경기도 안산시 상록구 성포동 588-2 주공4단지아파트 상가동 종합상가 119호,경기도 안산시 상록구 성포동 588-2,37.3201504,126.8448649
프랜차이즈,파리바게뜨-안산예술인점,경기도 안산시 상록구 성포동 583-5 예술프라자 583-5 예술프라자 1층 106호,경기도 안산시 상록구 성포동 583-5,37.3209094,126.8439919
피자/양식,또띠아랑,경기도 안산시 상록구 성포동 593-11 경동프라자 지하 106호,경기도 안산시 상록구 성포동 593-11,37.3269216,126.844154
중국집,단야-안산점,"경기도 안산시 상록구 성포동 593-17 성포타운 1층 105, 106호",경기도 안산시 상록구 성포동 593-17,37.3268923,126.8471211
한식,안주가,경기도 안산시 상록구 성포동 747 안산파크 푸르지오 상가 112호,경기도 안산시 상록구 성포동 747,37.3193697,126.8475337
한식,모락모락설렁탕,"경기도 안산시 상록구 성포동 583 스타프라자 지하층 8호 9,9-2호",경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
한식,화산장터순대국밥,경기도 안산시 상록구 성포동 583-4 사이버스튜디오 103호,경기도 안산시 상록구 성포동 583-4,37.3231866,126.8446948
한식,약선당콩나물국밥,경기도 안산시 상록구 성포동 592 선경상가 에이동 지하14호(성포동),경기도 안산시 상록구 성포동 592,37.325693,126.8432238
한식,노적봉아구찜,경기도 안산시 상록구 성포동 583 예술인아파트 스타프라자 583 예술인아파트 스타프라자 4층 8호,경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
한식,해솜맛집-안산점,경기도 안산시 상록구 성포동 593-11 경동프라자 593-11 경동프라자 3층 302호,경기도 안산시 상록구 성포동 593-11,37.3269216,126.844154
한식,명가한식,"경기도 안산시 상록구 성포동 583 예술인아파트 스타프라자 583 예술인아파트 스타프라자 지하층 6,7호",경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
한식,명가우렁쌈밥,"경기도 안산시 상록구 성포동 583 예술인아파트 스타프라자 583 예술인아파트 스타프라자 지하층 6,7호",경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
한식,본가순댓국&국밥,"경기도 안산시 상록구 성포동 583 스타프라자 스타프라자 지하 2,3호",경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
한식,대박냉면-성포점,경기도 안산시 상록구 성포동 583-4 사이버스튜디오 1층 105호,경기도 안산시 상록구 성포동 583-4,37.3231866,126.8446948
일식/돈까스,오징어당,경기도 안산시 상록구 성포동 593-11 경동프라자 593-11 경동프라자 1층 102~103호,경기도 안산시 상록구 성포동 593-11,37.3269216,126.844154
카페/디저트,아이미슈,경기도 안산시 상록구 성포동 583 스타프라자 예술인아파트 상가동 지하층 23호,경기도 안산시 상록구 성포동 583,37.3218118,126.8438679
1인분 주문,1인피자피자마루UP-월피점,경기도 안산시 상록구 월피동 448 안산현대2차아파트 상가동(A동) 상가A동 1층 3호,경기도 안산시 상록구 월피동 448,37.3310261,126.8501705
1인분 주문,설가네나주곰탕-월피점,경기도 안산시 상록구 월피동 518-10 518-10 1층,경기도 안산시 상록구 월피동 518-10,37.3350192,126.8438844
1인분 주문,참치야놀자-월피점,"경기도 안산시 상록구 월피동 445-17 현대쇼핑 1층 13,18,19호",경기도 안산시 상록구 월피동 445-17,37.3293065,126.846138
1인분 주문,라냐,경기도 안산시 상록구 월피동 445 다농마트 3층 333호,경기도 안산시 상록구 월피동 445,37.3283732,126.8440307
1인분 주문,열정국밥-안산월피점,경기도 안산시 상록구 월피동 452-12 민족축복교회 105호,경기도 안산시 상록구 월피동 452-12,37.3332404,126.8507386
1인분 주문,이즈피자-월피점,경기도 안산시 상록구 월피동 445-18 로얄프라자 104호,경기도 안산시 상록구 월피동 445-18,37.3293769,126.8469267
1인분 주문,이디야커피-안산월피동점,경기도 안산시 상록구 월피동 492-16 1층,경기도 안산시 상록구 월피동 492-16,37.3358676,126.8452398
1인분 주문,보대가-월피점,경기도 안산시 상록구 월피동 434-5 434-5 1층일부,경기도 안산시 상록구 월피동 434-5,37.3337472,126.8549703
1인분 주문,샌드위츠리-월피점,경기도 안산시 상록구 월피동 434-5 434-5 1층일부,경기도 안산시 상록구 월피동 434-5,37.3337472,126.8549703
1인분 주문,브런츠리,경기도 안산시 상록구 월피동 434-5 434-5 1층일부,경기도 안산시 상록구 월피동 434-5,37.3337472,126.8549703
1인분 주문,메가MGC커피-안산월피점,경기도 안산시 상록구 월피동 492-15 1층 일부,경기도 안산시 상록구 월피동 492-15,37.3357807,126.8454035
